UNIQUE_IDENTIFIER,LOCAL_DEPARTURE_AT,LOCAL_ACTUAL_DEPARTURE_AT,LOCAL_ARRIVAL_AT,LOCAL_ACTUAL_ARRIVAL_AT,GMT_DEPARTURE_AT,GMT_ACTUAL_DEPARTURE_AT,GMT_ARRIVAL_AT,GMT_ACTUAL_ARRIVAL_AT,DEPARTURE_AIRPORT_CODE,ARRIVAL_AIRPORT_CODE,AIRLINE_CODE,DELAY_MINS,ARRIVAL_STATUS,CREATED_AT,UPDATED_AT
HO-1306-20221014-HKG-NKG,2022-10-14 17:00:00.000,,2022-10-14 19:30:00.000,,2022-10-14 09:00:00.000,,2022-10-14 11:30:00.000,,HKG,NKG,HO,,NS,2022-10-06 00:43:47.000,2022-10-14 10:01:51.000
FR-4545-20221102-BCN-OPO,2022-11-02 06:40:00.000,,2022-11-02 07:40:00.000,,2022-11-02 05:40:00.000,,2022-11-02 07:40:00.000,,BCN,OPO,FR,,OT,2022-10-25 00:13:23.000,2022-11-02 00:08:11.000
FR-4545-20221102-BCN-OPO,2022-11-02 06:40:00.000,,2022-11-02 07:40:00.000,,2022-11-02 05:40:00.000,,2022-11-02 07:40:00.000,,BCN,OPO,FR,,EY,2022-10-25 00:13:23.000,2022-11-02 06:32:09.000
FR-4545-20221102-BCN-OPO,2022-11-02 06:40:00.000,,2022-11-02 07:40:00.000,2022-11-02 07:31:00.000,2022-11-02 05:40:00.000,,2022-11-02 07:40:00.000,2022-11-02 07:31:00.000,BCN,OPO,FR,-9,EY,2022-10-25 00:13:23.000,2022-11-02 07:47:10.000
IB-5310-20221218-SVQ-TFN,2022-12-18 20:50:00.000,,2022-12-18 22:05:00.000,,2022-12-18 19:50:00.000,,2022-12-18 22:05:00.000,,SVQ,TFN,IB,,OT,2022-12-10 10:26:42.000,2022-12-18 00:40:21.000
AV-47-20211101-MAD-BOG,2021-11-01 23:55:00.000,2021-11-02 00:19:00.000,2021-11-02 05:05:00.000,,2021-11-01 22:55:00.000,2021-11-01 23:19:00.000,2021-11-02 10:05:00.000,,MAD,BOG,AV,,NS,2021-10-24 23:53:12.000,2021-11-02 02:30:38.000
AV-47-20211101-MAD-BOG,2021-11-01 23:55:00.000,2021-11-02 00:19:00.000,2021-11-02 05:05:00.000,,2021-11-01 22:55:00.000,2021-11-01 23:19:00.000,2021-11-02 10:05:00.000,,MAD,BOG,AV,,NS,2021-10-24 23:53:12.000,2021-11-02 02:17:21.000
AV-47-20211101-MAD-BOG,2021-11-01 23:55:00.000,2021-11-02 00:19:00.000,2021-11-02 05:05:00.000,,2021-11-01 22:55:00.000,2021-11-01 23:19:00.000,2021-11-02 10:05:00.000,,MAD,BOG,AV,,NS,2021-10-24 23:53:12.000,2021-11-02 02:44:03.000
AV-47-20211101-MAD-BOG,2021-11-01 23:55:00.000,2021-11-02 00:19:00.000,2021-11-02 05:05:00.000,,2021-11-01 22:55:00.000,2021-11-01 23:19:00.000,2021-11-02 10:05:00.000,,MAD,BOG,AV,,NS,2021-10-24 23:53:12.000,2021-11-02 02:35:48.000
AV-47-20211101-MAD-BOG,2021-11-01 23:55:00.000,2021-11-02 00:19:00.000,2021-11-02 05:05:00.000,,2021-11-01 22:55:00.000,2021-11-01 23:19:00.000,2021-11-02 10:05:00.000,,MAD,BOG,AV,,NS,2021-10-24 23:53:12.000,2021-11-02 02:37:15.000
EW-9593-20211009-PMI-DUS,2021-10-09 17:50:00.000,,2021-10-09 20:15:00.000,,2021-10-09 15:50:00.000,,2021-10-09 18:15:00.000,,PMI,DUS,EW,,OT,2021-09-30 23:46:49.000,2021-10-09 01:57:22.000
EY-4390-20211009-LPA-MAD,2021-10-09 10:00:00.000,,2021-10-09 13:45:00.000,,2021-10-09 09:00:00.000,,2021-10-09 11:45:00.000,,LPA,MAD,EY,,OT,2021-09-30 23:47:17.000,2021-10-09 02:01:04.000
AV-47-20211101-MAD-BOG,2021-11-01 23:55:00.000,,2021-11-02 05:05:00.000,,2021-11-01 22:55:00.000,,2021-11-02 10:05:00.000,,MAD,BOG,AV,,,2021-10-24 23:53:12.000,2021-10-30 22:57:06.000
AZ-7760-20220611-FCO-LIS,2022-06-11 06:05:00.000,,2022-06-11 08:15:00.000,,2022-06-11 04:05:00.000,,2022-06-11 07:15:00.000,,FCO,LIS,AZ,,OT,2022-06-03 23:59:44.000,2022-06-10 16:08:21.000
AZ-7760-20220611-FCO-LIS,2022-06-11 06:05:00.000,,2022-06-11 08:15:00.000,,2022-06-11 04:05:00.000,,2022-06-11 07:15:00.000,,FCO,LIS,AZ,,OT,2022-06-03 23:59:44.000,2022-06-11 04:09:06.000
FR-4545-20221102-BCN-OPO,2022-11-02 06:40:00.000,,2022-11-02 07:40:00.000,,2022-11-02 05:40:00.000,,2022-11-02 07:40:00.000,,BCN,OPO,FR,,,2022-10-25 00:13:23.000,2022-10-25 00:13:23.000
KL-988-20220801-LCY-AMS,2022-08-01 10:00:00.000,,2022-08-01 12:10:00.000,,2022-08-01 09:00:00.000,,2022-08-01 10:10:00.000,,LCY,AMS,KL,,,2022-07-24 00:40:19.000,2022-08-01 06:56:53.000
KL-988-20220801-LCY-AMS,2022-08-01 10:00:00.000,,2022-08-01 12:10:00.000,,2022-08-01 09:00:00.000,,2022-08-01 10:10:00.000,,LCY,AMS,KL,,,2022-07-24 00:40:19.000,2022-08-01 08:09:43.000
FR-4545-20221102-BCN-OPO,2022-11-02 06:40:00.000,,2022-11-02 07:40:00.000,,2022-11-02 05:40:00.000,,2022-11-02 07:40:00.000,,BCN,OPO,FR,,OT,2022-10-25 00:13:23.000,2022-11-02 06:02:58.000
IB-5391-20221130-VLC-PMI,2022-11-30 22:15:00.000,,2022-11-30 23:10:00.000,,2022-11-30 21:15:00.000,,2022-11-30 22:10:00.000,,VLC,PMI,IB,,EY,2022-11-22 01:49:52.000,2022-11-30 20:05:03.000
IB-5391-20221130-VLC-PMI,2022-11-30 22:15:00.000,,2022-11-30 23:10:00.000,,2022-11-30 21:15:00.000,,2022-11-30 22:10:00.000,,VLC,PMI,IB,,EY,2022-11-22 01:49:52.000,2022-11-30 21:41:08.000
IB-5310-20221218-SVQ-TFN,2022-12-18 20:50:00.000,,2022-12-18 22:05:00.000,,2022-12-18 19:50:00.000,,2022-12-18 22:05:00.000,,SVQ,TFN,IB,,OT,2022-12-10 10:26:42.000,2022-12-18 20:10:46.000
LS-1204-20211120-AGP-BHX,2021-11-20 15:30:00.000,2021-11-20 15:26:00.000,2021-11-20 17:35:00.000,,2021-11-20 14:30:00.000,2021-11-20 14:26:00.000,2021-11-20 17:35:00.000,,AGP,BHX,LS,,NS,2021-11-12 01:41:16.000,2021-11-20 14:48:52.000
LS-1204-20211120-AGP-BHX,2021-11-20 15:30:00.000,2021-11-20 15:26:00.000,2021-11-20 17:35:00.000,,2021-11-20 14:30:00.000,2021-11-20 14:26:00.000,2021-11-20 17:35:00.000,,AGP,BHX,LS,,NS,2021-11-12 01:41:16.000,2021-11-20 16:36:58.000
LS-1204-20211120-AGP-BHX,2021-11-20 15:30:00.000,2021-11-20 15:26:00.000,2021-11-20 17:35:00.000,,2021-11-20 14:30:00.000,2021-11-20 14:26:00.000,2021-11-20 17:35:00.000,,AGP,BHX,LS,,NS,2021-11-12 01:41:16.000,2021-11-20 17:13:57.000
IB-5248-20211117-LPA-SVQ,2021-11-17 15:05:00.000,,2021-11-17 18:20:00.000,,2021-11-17 15:05:00.000,,2021-11-17 17:20:00.000,,LPA,SVQ,IB,,,2021-11-09 02:41:30.000,2021-11-09 02:41:30.000
EY-4390-20211009-LPA-MAD,2021-10-09 10:00:00.000,2021-10-09 10:00:00.000,2021-10-09 13:45:00.000,,2021-10-09 09:00:00.000,2021-10-09 09:00:00.000,2021-10-09 11:45:00.000,,LPA,MAD,EY,,EY,2021-09-30 23:47:17.000,2021-10-09 09:04:04.000
EY-4390-20211009-LPA-MAD,2021-10-09 10:00:00.000,2021-10-09 10:00:00.000,2021-10-09 13:45:00.000,,2021-10-09 09:00:00.000,2021-10-09 09:00:00.000,2021-10-09 11:45:00.000,,LPA,MAD,EY,,EY,2021-09-30 23:47:17.000,2021-10-09 09:09:08.000
EY-4390-20211009-LPA-MAD,2021-10-09 10:00:00.000,2021-10-09 10:00:00.000,2021-10-09 13:45:00.000,,2021-10-09 09:00:00.000,2021-10-09 09:00:00.000,2021-10-09 11:45:00.000,,LPA,MAD,EY,,EY,2021-09-30 23:47:17.000,2021-10-09 09:18:08.000
IB-5523-20231222-CDG-BCN,2023-12-22 21:55:00.000,2023-12-22 22:04:00.000,2023-12-22 23:45:00.000,,2023-12-22 20:55:00.000,2023-12-22 21:04:00.000,2023-12-22 22:45:00.000,,CDG,BCN,IB,,DY,2023-11-23 01:33:29.000,2023-12-22 21:26:31.000
KL-1084-20230629-ORK-AMS,2023-06-29 06:10:00.000,,2023-06-29 09:00:00.000,,2023-06-29 05:10:00.000,,2023-06-29 07:00:00.000,,ORK,AMS,KL,,,2023-06-15 00:52:12.000,2023-06-28 00:06:15.000
AF-4839-20230608-MAD-IBZ,2023-06-08 08:15:00.000,,2023-06-08 09:30:00.000,,2023-06-08 06:15:00.000,,2023-06-08 07:30:00.000,,MAD,IBZ,AF,,EY,2023-05-30 01:26:11.000,2023-06-08 06:18:56.000
B6-2289-20231011-AMS-JFK,2023-10-11 13:35:00.000,,2023-10-11 16:20:00.000,,2023-10-11 11:35:00.000,,2023-10-11 20:20:00.000,,AMS,JFK,B6,,DY,2023-09-12 06:02:21.000,2023-10-11 13:18:59.000
B6-2289-20231011-AMS-JFK,2023-10-11 13:35:00.000,,2023-10-11 16:20:00.000,,2023-10-11 11:35:00.000,,2023-10-11 20:20:00.000,,AMS,JFK,B6,,DY,2023-09-12 06:02:21.000,2023-10-11 13:18:59.000
B6-2288-20231111-JFK-AMS,2023-11-11 19:41:00.000,,2023-11-12 09:20:00.000,,2023-11-12 00:41:00.000,,2023-11-12 08:20:00.000,,JFK,AMS,B6,,OT,2023-10-13 03:21:36.000,2023-11-11 19:27:24.000
B6-2288-20231111-JFK-AMS,2023-11-11 19:41:00.000,,2023-11-12 09:20:00.000,,2023-11-12 00:41:00.000,,2023-11-12 08:20:00.000,,JFK,AMS,B6,,OT,2023-10-13 03:21:36.000,2023-11-11 08:42:02.000
B6-2288-20231111-JFK-AMS,2023-11-11 19:41:00.000,2023-11-11 19:31:00.000,2023-11-12 09:20:00.000,,2023-11-12 00:41:00.000,2023-11-12 00:31:00.000,2023-11-12 08:20:00.000,,JFK,AMS,B6,,EY,2023-10-13 03:21:36.000,2023-11-12 07:21:35.000
B6-2288-20231111-JFK-AMS,2023-11-11 19:41:00.000,2023-11-11 19:31:00.000,2023-11-12 09:20:00.000,,2023-11-12 00:41:00.000,2023-11-12 00:31:00.000,2023-11-12 08:20:00.000,,JFK,AMS,B6,,EY,2023-10-13 03:21:36.000,2023-11-12 07:32:14.000
IB-5523-20231222-CDG-BCN,2023-12-22 21:55:00.000,,2023-12-22 23:45:00.000,,2023-12-22 20:55:00.000,,2023-12-22 22:45:00.000,,CDG,BCN,IB,,DY,2023-11-23 01:33:29.000,2023-12-22 20:32:01.000
EI-8337-20230630-DUB-LHR,2023-06-30 15:20:00.000,,2023-06-30 16:45:00.000,,2023-06-30 14:20:00.000,,2023-06-30 15:45:00.000,,DUB,LHR,EI,,EY,2023-06-16 02:58:21.000,2023-06-30 12:08:06.000
EI-8337-20230630-DUB-LHR,2023-06-30 15:20:00.000,,2023-06-30 16:45:00.000,,2023-06-30 14:20:00.000,,2023-06-30 15:45:00.000,,DUB,LHR,EI,,EY,2023-06-16 02:58:21.000,2023-06-30 13:14:22.000
EI-8337-20230630-DUB-LHR,2023-06-30 15:20:00.000,,2023-06-30 16:45:00.000,,2023-06-30 14:20:00.000,,2023-06-30 15:45:00.000,,DUB,LHR,EI,,EY,2023-06-16 02:58:21.000,2023-06-30 13:14:22.000
EI-8337-20230630-DUB-LHR,2023-06-30 15:20:00.000,,2023-06-30 16:45:00.000,,2023-06-30 14:20:00.000,,2023-06-30 15:45:00.000,,DUB,LHR,EI,,DY,2023-06-16 02:58:21.000,2023-06-30 15:06:43.000
EI-8337-20230630-DUB-LHR,2023-06-30 15:20:00.000,2023-06-30 16:15:00.000,2023-06-30 16:45:00.000,2023-06-30 17:31:00.000,2023-06-30 14:20:00.000,2023-06-30 15:15:00.000,2023-06-30 15:45:00.000,2023-06-30 16:31:00.000,DUB,LHR,EI,46,DY,2023-06-16 02:58:21.000,2023-06-30 16:36:21.000
IB-141-20231020-TFN-LPA,2023-10-20 17:00:00.000,,2023-10-20 17:30:00.000,,2023-10-20 16:00:00.000,,2023-10-20 16:30:00.000,,TFN,LPA,IB,,OT,2023-09-21 02:43:20.000,2023-10-20 05:00:07.000
IB-141-20231020-TFN-LPA,2023-10-20 17:00:00.000,2023-10-20 17:18:00.000,2023-10-20 17:30:00.000,,2023-10-20 16:00:00.000,2023-10-20 16:18:00.000,2023-10-20 16:30:00.000,,TFN,LPA,IB,,DY,2023-09-21 02:43:20.000,2023-10-20 16:48:00.000
B6-2288-20231111-JFK-AMS,2023-11-11 19:41:00.000,2023-11-11 19:31:00.000,2023-11-12 09:20:00.000,,2023-11-12 00:41:00.000,2023-11-12 00:31:00.000,2023-11-12 08:20:00.000,,JFK,AMS,B6,,NS,2023-10-13 03:21:36.000,2023-11-12 08:09:12.000
AF-4839-20230608-MAD-IBZ,2023-06-08 08:15:00.000,,2023-06-08 09:30:00.000,,2023-06-08 06:15:00.000,,2023-06-08 07:30:00.000,,MAD,IBZ,AF,,OT,2023-05-30 01:26:11.000,2023-06-07 00:18:26.000
IB-141-20231020-TFN-LPA,2023-10-20 17:00:00.000,,2023-10-20 17:30:00.000,,2023-10-20 16:00:00.000,,2023-10-20 16:30:00.000,,TFN,LPA,IB,,OT,2023-09-21 02:43:20.000,2023-10-20 15:11:51.000
QR-3758-20231122-SVQ-BCN,2023-11-22 14:20:00.000,,2023-11-22 15:55:00.000,,2023-11-22 13:20:00.000,,2023-11-22 14:55:00.000,,SVQ,BCN,QR,,OT,2023-10-24 00:47:02.000,2023-11-22 13:04:31.000
EW-6891-20231223-MUC-PMI,2023-12-23 10:55:00.000,,2023-12-23 13:05:00.000,,2023-12-23 09:55:00.000,,2023-12-23 12:05:00.000,,MUC,PMI,EW,,OT,2023-11-24 01:36:48.000,2023-12-23 00:11:20.000
BA-8461-20240401-LCY-IBZ,2024-04-01 10:55:00.000,,2024-04-01 14:20:00.000,,2024-04-01 09:55:00.000,,2024-04-01 12:20:00.000,,LCY,IBZ,BA,,OT,2024-03-03 01:26:53.000,2024-03-31 16:30:40.000
BA-8461-20240401-LCY-IBZ,2024-04-01 10:55:00.000,,2024-04-01 14:20:00.000,,2024-04-01 09:55:00.000,,2024-04-01 12:20:00.000,,LCY,IBZ,BA,,OT,2024-03-03 01:26:53.000,2024-03-31 16:30:41.000
DY-1805-20240531-AGP-OSL,2024-05-31 19:55:00.000,,2024-05-31 23:55:00.000,,2024-05-31 17:55:00.000,,2024-05-31 21:55:00.000,,AGP,OSL,DY,,OT,2024-05-02 00:35:15.000,2024-05-31 03:16:52.000
AY-962-20240715-CPH-HEL,2024-07-15 06:45:00.000,,2024-07-15 09:15:00.000,,2024-07-15 04:45:00.000,,2024-07-15 06:15:00.000,,CPH,HEL,AY,,OT,2024-06-16 00:21:19.000,2024-07-15 07:26:02.000
KL-1704-20240111-MAD-AMS,2024-01-11 16:50:00.000,2024-01-11 16:51:00.000,2024-01-11 19:35:00.000,,2024-01-11 15:50:00.000,2024-01-11 15:51:00.000,2024-01-11 18:35:00.000,,MAD,AMS,KL,,NS,2023-12-13 01:43:00.000,2024-01-11 16:41:34.000
KL-1704-20240111-MAD-AMS,2024-01-11 16:50:00.000,,2024-01-11 19:35:00.000,,2024-01-11 15:50:00.000,,2024-01-11 18:35:00.000,,MAD,AMS,KL,,,2023-12-13 01:43:00.000,2024-01-11 15:04:30.000
KL-1704-20240111-MAD-AMS,2024-01-11 16:50:00.000,2024-01-11 16:51:00.000,2024-01-11 19:35:00.000,,2024-01-11 15:50:00.000,2024-01-11 15:51:00.000,2024-01-11 18:35:00.000,,MAD,AMS,KL,,NS,2023-12-13 01:43:00.000,2024-01-11 17:32:15.000
KL-1704-20240111-MAD-AMS,2024-01-11 16:50:00.000,2024-01-11 16:51:00.000,2024-01-11 19:35:00.000,,2024-01-11 15:50:00.000,2024-01-11 15:51:00.000,2024-01-11 18:35:00.000,,MAD,AMS,KL,,NS,2023-12-13 01:43:00.000,2024-01-11 17:33:40.000
KL-1704-20240111-MAD-AMS,2024-01-11 16:50:00.000,,2024-01-11 19:35:00.000,,2024-01-11 15:50:00.000,,2024-01-11 18:35:00.000,,MAD,AMS,KL,,,2023-12-13 01:43:00.000,2024-01-10 20:25:16.000
HO-1306-20221014-HKG-NKG,2022-10-14 17:00:00.000,,2022-10-14 19:30:00.000,,2022-10-14 09:00:00.000,,2022-10-14 11:30:00.000,,HKG,NKG,HO,,,2022-10-06 00:43:47.000,2022-10-14 09:19:11.000
HO-1306-20221014-HKG-NKG,2022-10-14 17:00:00.000,,2022-10-14 19:30:00.000,,2022-10-14 09:00:00.000,,2022-10-14 11:30:00.000,,HKG,NKG,HO,,NS,2022-10-06 00:43:47.000,2022-10-14 10:10:01.000
HO-1306-20221014-HKG-NKG,2022-10-14 17:00:00.000,,2022-10-14 19:30:00.000,,2022-10-14 09:00:00.000,,2022-10-14 11:30:00.000,,HKG,NKG,HO,,NS,2022-10-06 00:43:47.000,2022-10-14 10:58:50.000
HO-1306-20221014-HKG-NKG,2022-10-14 17:00:00.000,,2022-10-14 19:30:00.000,,2022-10-14 09:00:00.000,,2022-10-14 11:30:00.000,,HKG,NKG,HO,,NS,2022-10-06 00:43:47.000,2022-10-14 11:15:08.000
AV-47-20211101-MAD-BOG,2021-11-01 23:55:00.000,2021-11-02 00:19:00.000,2021-11-02 05:05:00.000,,2021-11-01 22:55:00.000,2021-11-01 23:19:00.000,2021-11-02 10:05:00.000,,MAD,BOG,AV,,NS,2021-10-24 23:53:12.000,2021-11-02 05:39:03.000
AV-47-20211101-MAD-BOG,2021-11-01 23:55:00.000,2021-11-02 00:19:00.000,2021-11-02 05:05:00.000,,2021-11-01 22:55:00.000,2021-11-01 23:19:00.000,2021-11-02 10:05:00.000,,MAD,BOG,AV,,NS,2021-10-24 23:53:12.000,2021-11-02 07:15:50.000
AV-47-20211101-MAD-BOG,2021-11-01 23:55:00.000,2021-11-02 00:19:00.000,2021-11-02 05:05:00.000,,2021-11-01 22:55:00.000,2021-11-01 23:19:00.000,2021-11-02 10:05:00.000,,MAD,BOG,AV,,NS,2021-10-24 23:53:12.000,2021-11-02 07:30:38.000
AV-47-20211101-MAD-BOG,2021-11-01 23:55:00.000,2021-11-02 00:19:00.000,2021-11-02 05:05:00.000,,2021-11-01 22:55:00.000,2021-11-01 23:19:00.000,2021-11-02 10:05:00.000,,MAD,BOG,AV,,NS,2021-10-24 23:53:12.000,2021-11-02 09:39:43.000
AV-47-20211101-MAD-BOG,2021-11-01 23:55:00.000,2021-11-02 00:19:00.000,2021-11-02 05:05:00.000,,2021-11-01 22:55:00.000,2021-11-01 23:19:00.000,2021-11-02 10:05:00.000,,MAD,BOG,AV,,NS,2021-10-24 23:53:12.000,2021-11-02 09:08:37.000
AV-47-20211101-MAD-BOG,2021-11-01 23:55:00.000,2021-11-02 00:19:00.000,2021-11-02 05:05:00.000,,2021-11-01 22:55:00.000,2021-11-01 23:19:00.000,2021-11-02 10:05:00.000,,MAD,BOG,AV,,NS,2021-10-24 23:53:12.000,2021-11-02 09:14:40.000
AV-47-20211101-MAD-BOG,2021-11-01 23:55:00.000,2021-11-02 00:19:00.000,2021-11-02 05:05:00.000,,2021-11-01 22:55:00.000,2021-11-01 23:19:00.000,2021-11-02 10:05:00.000,,MAD,BOG,AV,,NS,2021-10-24 23:53:12.000,2021-11-02 09:43:43.000
AV-47-20211101-MAD-BOG,2021-11-01 23:55:00.000,2021-11-02 00:19:00.000,2021-11-02 05:05:00.000,,2021-11-01 22:55:00.000,2021-11-01 23:19:00.000,2021-11-02 10:05:00.000,,MAD,BOG,AV,,NS,2021-10-24 23:53:12.000,2021-11-02 09:48:41.000
AV-47-20211101-MAD-BOG,2021-11-01 23:55:00.000,2021-11-02 00:19:00.000,2021-11-02 05:05:00.000,,2021-11-01 22:55:00.000,2021-11-01 23:19:00.000,2021-11-02 10:05:00.000,,MAD,BOG,AV,,NS,2021-10-24 23:53:12.000,2021-11-02 10:02:02.000
KL-988-20220801-LCY-AMS,2022-08-01 10:00:00.000,,2022-08-01 12:10:00.000,,2022-08-01 09:00:00.000,,2022-08-01 10:10:00.000,,LCY,AMS,KL,,,2022-07-24 00:40:19.000,2022-07-24 00:40:19.000
KL-988-20220801-LCY-AMS,2022-08-01 10:00:00.000,,2022-08-01 12:10:00.000,,2022-08-01 09:00:00.000,,2022-08-01 10:10:00.000,,LCY,AMS,KL,,,2022-07-24 00:40:19.000,2022-07-31 21:01:21.000
IB-5391-20221130-VLC-PMI,2022-11-30 22:15:00.000,2022-11-30 22:18:00.000,2022-11-30 23:10:00.000,,2022-11-30 21:15:00.000,2022-11-30 21:18:00.000,2022-11-30 22:10:00.000,,VLC,PMI,IB,,EY,2022-11-22 01:49:52.000,2022-11-30 21:54:28.000
AV-47-20211101-MAD-BOG,2021-11-01 23:55:00.000,2021-11-02 00:19:00.000,2021-11-02 05:05:00.000,,2021-11-01 22:55:00.000,2021-11-01 23:19:00.000,2021-11-02 10:05:00.000,,MAD,BOG,AV,,NS,2021-10-24 23:53:12.000,2021-11-02 00:16:20.000
AV-47-20211101-MAD-BOG,2021-11-01 23:55:00.000,2021-11-02 00:19:00.000,2021-11-02 05:05:00.000,,2021-11-01 22:55:00.000,2021-11-01 23:19:00.000,2021-11-02 10:05:00.000,,MAD,BOG,AV,,NS,2021-10-24 23:53:12.000,2021-11-02 00:10:03.000
AV-47-20211101-MAD-BOG,2021-11-01 23:55:00.000,2021-11-02 00:19:00.000,2021-11-02 05:05:00.000,,2021-11-01 22:55:00.000,2021-11-01 23:19:00.000,2021-11-02 10:05:00.000,,MAD,BOG,AV,,NS,2021-10-24 23:53:12.000,2021-11-02 00:57:53.000
KL-932-20220616-DUB-AMS,2022-06-16 05:55:00.000,,2022-06-16 08:40:00.000,,2022-06-16 04:55:00.000,,2022-06-16 06:40:00.000,,DUB,AMS,KL,,,2022-06-08 00:15:47.000,2022-06-15 18:46:22.000
KL-932-20220616-DUB-AMS,2022-06-16 05:55:00.000,,2022-06-16 08:40:00.000,,2022-06-16 04:55:00.000,,2022-06-16 06:40:00.000,,DUB,AMS,KL,,,2022-06-08 00:15:47.000,2022-06-15 18:52:20.000
CX-250-20221013-LHR-HKG,2022-10-13 18:20:00.000,,2022-10-14 13:45:00.000,,2022-10-13 17:20:00.000,,2022-10-14 05:45:00.000,,LHR,HKG,CX,,,2022-10-04 23:56:23.000,2022-10-04 23:56:23.000
HO-1306-20221014-HKG-NKG,2022-10-14 17:00:00.000,,2022-10-14 19:30:00.000,,2022-10-14 09:00:00.000,,2022-10-14 11:30:00.000,,HKG,NKG,HO,,,2022-10-06 00:43:47.000,2022-10-14 09:04:01.000
HO-1306-20221014-HKG-NKG,2022-10-14 17:00:00.000,,2022-10-14 19:30:00.000,,2022-10-14 09:00:00.000,,2022-10-14 11:30:00.000,,HKG,NKG,HO,,NS,2022-10-06 00:43:47.000,2022-10-14 09:25:20.000
IB-5310-20221218-SVQ-TFN,2022-12-18 20:50:00.000,,2022-12-18 22:05:00.000,,2022-12-18 19:50:00.000,,2022-12-18 22:05:00.000,,SVQ,TFN,IB,,OT,2022-12-10 10:26:42.000,2022-12-18 10:21:48.000
AF-4839-20230608-MAD-IBZ,2023-06-08 08:15:00.000,2023-06-08 08:20:00.000,2023-06-08 09:30:00.000,,2023-06-08 06:15:00.000,2023-06-08 06:20:00.000,2023-06-08 07:30:00.000,,MAD,IBZ,AF,,NS,2023-05-30 01:26:11.000,2023-06-08 07:25:00.000
IB-5810-20230901-VLC-ORY,2023-09-01 20:30:00.000,,2023-09-01 22:35:00.000,,2023-09-01 18:30:00.000,,2023-09-01 20:35:00.000,,VLC,ORY,IB,,,2023-08-18 03:23:48.000,2023-08-18 03:23:48.000
QR-3758-20231122-SVQ-BCN,2023-11-22 14:20:00.000,,2023-11-22 15:55:00.000,,2023-11-22 13:20:00.000,,2023-11-22 14:55:00.000,,SVQ,BCN,QR,,OT,2023-10-24 00:47:02.000,2023-11-22 00:23:03.000
B6-2288-20231111-JFK-AMS,2023-11-11 19:41:00.000,,2023-11-12 09:20:00.000,,2023-11-12 00:41:00.000,,2023-11-12 08:20:00.000,,JFK,AMS,B6,,OT,2023-10-13 03:21:36.000,2023-11-11 21:07:18.000
AF-4839-20230608-MAD-IBZ,2023-06-08 08:15:00.000,2023-06-08 08:20:00.000,2023-06-08 09:30:00.000,2023-06-08 09:27:00.000,2023-06-08 06:15:00.000,2023-06-08 06:20:00.000,2023-06-08 07:30:00.000,2023-06-08 07:27:00.000,MAD,IBZ,AF,-3,EY,2023-05-30 01:26:11.000,2023-06-08 07:30:23.000
QR-3758-20231122-SVQ-BCN,2023-11-22 14:20:00.000,,2023-11-22 15:55:00.000,,2023-11-22 13:20:00.000,,2023-11-22 14:55:00.000,,SVQ,BCN,QR,,OT,2023-10-24 00:47:02.000,2023-11-22 00:12:24.000
IB-141-20231020-TFN-LPA,2023-10-20 17:00:00.000,,2023-10-20 17:30:00.000,,2023-10-20 16:00:00.000,,2023-10-20 16:30:00.000,,TFN,LPA,IB,,OT,2023-09-21 02:43:20.000,2023-10-20 16:05:29.000
IB-5523-20231222-CDG-BCN,2023-12-22 21:55:00.000,,2023-12-22 23:45:00.000,,2023-12-22 20:55:00.000,,2023-12-22 22:45:00.000,,CDG,BCN,IB,,OT,2023-11-23 01:33:29.000,2023-12-22 09:00:57.000
EW-6891-20231223-MUC-PMI,2023-12-23 10:55:00.000,,2023-12-23 13:05:00.000,,2023-12-23 09:55:00.000,,2023-12-23 12:05:00.000,,MUC,PMI,EW,,OT,2023-11-24 01:36:48.000,2023-12-23 00:42:43.000
BA-8461-20240401-LCY-IBZ,2024-04-01 10:55:00.000,,2024-04-01 14:20:00.000,,2024-04-01 09:55:00.000,,2024-04-01 12:20:00.000,,LCY,IBZ,BA,,EY,2024-03-03 01:26:53.000,2024-04-01 04:39:16.000
BA-8461-20240401-LCY-IBZ,2024-04-01 10:55:00.000,2024-04-01 10:59:00.000,2024-04-01 14:20:00.000,,2024-04-01 09:55:00.000,2024-04-01 09:59:00.000,2024-04-01 12:20:00.000,,LCY,IBZ,BA,,DY,2024-03-03 01:26:53.000,2024-04-01 10:30:58.000
BA-8461-20240401-LCY-IBZ,2024-04-01 10:55:00.000,2024-04-01 10:59:00.000,2024-04-01 14:20:00.000,,2024-04-01 09:55:00.000,2024-04-01 09:59:00.000,2024-04-01 12:20:00.000,,LCY,IBZ,BA,,DY,2024-03-03 01:26:53.000,2024-04-01 10:21:12.000
FR-5355-20240715-IBZ-MAD,2024-07-15 23:45:00.000,,2024-07-16 01:05:00.000,,2024-07-15 21:45:00.000,,2024-07-15 23:05:00.000,,IBZ,MAD,FR,,DY,2024-06-16 00:33:06.000,2024-07-16 02:49:02.000
AC-9183-20240102-BCN-FRA,2024-01-02 05:50:00.000,,2024-01-02 08:00:00.000,,2024-01-02 04:50:00.000,,2024-01-02 07:00:00.000,,BCN,FRA,AC,,,2023-12-04 01:19:06.000,2024-01-01 00:37:39.000
